id,application_date,segment,case_count
1,2019-07-06,1,1701.3065486266075
2,2019-07-07,1,1098.2368321222796
3,2019-07-08,1,2212.3488420832637
4,2019-07-09,1,1702.4083604680832
5,2019-07-10,1,2002.1014910406645
6,2019-07-11,1,1855.2172022475256
7,2019-07-12,1,1374.7607799445861
8,2019-07-13,1,2554.5467391754614
9,2019-07-14,1,1417.8859241315536
10,2019-07-15,1,2331.306008414138
11,2019-07-16,1,1866.925133158375
12,2019-07-17,1,2130.5596045712214
13,2019-07-18,1,1890.0588791359085
14,2019-07-19,1,1436.653313035696
15,2019-07-20,1,2197.5394242600705
16,2019-07-21,1,982.1760892109243
17,2019-07-22,1,2376.796591949402
18,2019-07-23,1,1908.4000427387055
19,2019-07-24,1,1986.593416073959
20,2019-07-25,1,1780.462700559241
21,2019-07-26,1,1403.1941746838224
22,2019-07-27,1,1935.1106776302336
23,2019-07-28,1,1035.562207841856
24,2019-07-29,1,2497.612280195607
25,2019-07-30,1,1908.467592819448
26,2019-07-31,1,5589.006396270169
27,2019-08-01,1,2232.5872415995113
28,2019-08-02,1,1061.4523518922917
29,2019-08-03,1,2259.276450483633
30,2019-08-04,1,2046.437357710299
31,2019-08-05,1,2523.0465349081564
32,2019-08-06,1,1837.12003676921
33,2019-08-07,1,1937.2552346094524
34,2019-08-08,1,1727.5205253665322
35,2019-08-09,1,1517.8080030064334
36,2019-08-10,1,2498.0312841982254
37,2019-08-11,1,1774.196739277691
38,2019-08-12,1,2827.174663422263
39,2019-08-13,1,2298.000551692355
40,2019-08-14,1,2156.301412418601
41,2019-08-15,1,1887.606378945839
42,2019-08-16,1,2162.8269261201726
43,2019-08-17,1,2852.325785027603
44,2019-08-18,1,1732.0395607254402
45,2019-08-19,1,3496.2194648170635
46,2019-08-20,1,2973.5755354326902
47,2019-08-21,1,3217.3060400505146
48,2019-08-22,1,2803.8937047590166
49,2019-08-23,1,2713.317447202515
50,2019-08-24,1,3194.3890844205566
51,2019-08-25,1,2308.71112711533
52,2019-08-26,1,3709.341230166683
53,2019-08-27,1,3593.654373967681
54,2019-08-28,1,3641.5229831774295
55,2019-08-29,1,3715.2631599023966
56,2019-08-30,1,4101.9694560252365
57,2019-08-31,1,11865.785285247577
58,2019-09-01,1,3244.563790211245
59,2019-09-02,1,2599.8576374661507
60,2019-09-03,1,5106.100403365722
61,2019-09-04,1,4792.745787213789
62,2019-09-05,1,4799.780981774044
63,2019-09-06,1,4632.741489673861
64,2019-09-07,1,3117.8197918984065
65,2019-09-08,1,2848.35765044122
66,2019-09-09,1,3787.195254082113
67,2019-09-10,1,3435.268626715349
68,2019-09-11,1,4315.358811380758
69,2019-09-12,1,4336.373398979871
70,2019-09-13,1,4162.129105045105
71,2019-09-14,1,3854.4310977210266
72,2019-09-15,1,3206.399382480874
73,2019-09-16,1,4082.550266127472
74,2019-09-17,1,3920.6999057655917
75,2019-09-18,1,3970.770171934737
76,2019-09-19,1,3699.317737333847
77,2019-09-20,1,3635.6139689802467
78,2019-09-21,1,3221.1533327745383
79,2019-09-22,1,2843.9307093346197
80,2019-09-23,1,3632.9359274607646
81,2019-09-24,1,3475.6212625655658
82,2019-09-25,1,3556.3751459965442
