id,application_date,segment,case_count
1,2019-07-06,1,2868
2,2019-07-07,1,1761
3,2019-07-08,1,3865
4,2019-07-09,1,3287
5,2019-07-10,1,3731
6,2019-07-11,1,3355
7,2019-07-12,1,3629
8,2019-07-13,1,2844
9,2019-07-14,1,1730
10,2019-07-15,1,3832
11,2019-07-16,1,3243
12,2019-07-17,1,3677
13,2019-07-18,1,3285
14,2019-07-19,1,3534
15,2019-07-20,1,2741
16,2019-07-21,1,1608
17,2019-07-22,1,3702
18,2019-07-23,1,3098
19,2019-07-24,1,3523
20,2019-07-25,1,3122
21,2019-07-26,1,3352
22,2019-07-27,1,2574
23,2019-07-28,1,1444
24,2019-07-29,1,3554
25,2019-07-30,1,2963
26,2019-07-31,1,3848
27,2019-08-01,1,3033
28,2019-08-02,1,3286
29,2019-08-03,1,2548
30,2019-08-04,1,1452
31,2019-08-05,1,3610
32,2019-08-06,1,3061
33,2019-08-07,1,3554
34,2019-08-08,1,3223
35,2019-08-09,1,3547
36,2019-08-10,1,2829
37,2019-08-11,1,1774
38,2019-08-12,1,6868
39,2019-08-13,1,3468
40,2019-08-14,1,3996
41,2019-08-15,1,2821
42,2019-08-16,1,4092
43,2019-08-17,1,3343
44,2019-08-18,1,2299
45,2019-08-19,1,4518
46,2019-08-20,1,4007
47,2019-08-21,1,4533
48,2019-08-22,1,4221
49,2019-08-23,1,4655
50,2019-08-24,1,3834
51,2019-08-25,1,2763
52,2019-08-26,1,4961
53,2019-08-27,1,4418
54,2019-08-28,1,4912
55,2019-08-29,1,4563
56,2019-08-30,1,4991
57,2019-08-31,1,5038
58,2019-09-01,1,2987
59,2019-09-02,1,5308
60,2019-09-03,1,4569
61,2019-09-04,1,5027
62,2019-09-05,1,3377
63,2019-09-06,1,5036
64,2019-09-07,1,4105
65,2019-09-08,1,2216
66,2019-09-09,1,5094
67,2019-09-10,1,4348
68,2019-09-11,1,4906
69,2019-09-12,1,4489
70,2019-09-13,1,4837
71,2019-09-14,1,3894
72,2019-09-15,1,2714
73,2019-09-16,1,4831
74,2019-09-17,1,4186
75,2019-09-18,1,4589
76,2019-09-19,1,4145
77,2019-09-20,1,4432
78,2019-09-21,1,3502
79,2019-09-22,1,2298
80,2019-09-23,1,4403
81,2019-09-24,1,3740
82,2019-09-25,1,4133
83,2019-09-26,1,3680
84,2019-09-27,1,3918
85,2019-09-28,1,3037
86,2019-09-29,1,3672
87,2019-09-30,1,6333
88,2019-07-24,2,27459
89,2019-07-25,2,25634
90,2019-07-26,2,24574
91,2019-07-27,2,22468
92,2019-07-28,2,15754
93,2019-07-29,2,15673
94,2019-07-30,2,7564
95,2019-07-31,2,1662
96,2019-08-01,2,6410
97,2019-08-02,2,5945
98,2019-08-03,2,4739
99,2019-08-04,2,4208
100,2019-08-05,2,3588
101,2019-08-06,2,3683
102,2019-08-07,2,3563
103,2019-08-08,2,4055
104,2019-08-09,2,3784
105,2019-08-10,2,4173
106,2019-08-11,2,8321
107,2019-08-12,2,25567
108,2019-08-13,2,29129
109,2019-08-14,2,28122
110,2019-08-15,2,27207
111,2019-08-16,2,28614
112,2019-08-17,2,28460
113,2019-08-18,2,15498
114,2019-08-19,2,28722
115,2019-08-20,2,30221
116,2019-08-21,2,28998
117,2019-08-22,2,27012
118,2019-08-23,2,26065
119,2019-08-24,2,22672
120,2019-08-25,2,12822
121,2019-08-26,2,21215
122,2019-08-27,2,21439
123,2019-08-28,2,20406
124,2019-08-29,2,17875
125,2019-08-30,2,7762
126,2019-08-31,2,1138
127,2019-09-01,2,4587
128,2019-09-02,2,5184
129,2019-09-03,2,4384
130,2019-09-04,2,3962
131,2019-09-05,2,3634
132,2019-09-06,2,3616
133,2019-09-07,2,3961
134,2019-09-08,2,3756
135,2019-09-09,2,4232
136,2019-09-10,2,6441
137,2019-09-11,2,19178
138,2019-09-12,2,22253
139,2019-09-13,2,24989
140,2019-09-14,2,26294
141,2019-09-15,2,12334
142,2019-09-16,2,27489
143,2019-09-17,2,30900
144,2019-09-18,2,30178
145,2019-09-19,2,29986
146,2019-09-20,2,29240
147,2019-09-21,2,28930
148,2019-09-22,2,15025
149,2019-09-23,2,23496
150,2019-09-24,2,26683
151,2019-09-25,2,27367
152,2019-09-26,2,26029
153,2019-09-27,2,22387
154,2019-09-28,2,15745
155,2019-09-29,2,6316
156,2019-09-30,2,1176
157,2019-10-01,2,5838
158,2019-10-02,2,5449
159,2019-10-03,2,4509
160,2019-10-04,2,4484
161,2019-10-05,2,4257
162,2019-10-06,2,3637
163,2019-10-07,2,3772
164,2019-10-08,2,4216
165,2019-10-09,2,4475
166,2019-10-10,2,6193
167,2019-10-11,2,20756
168,2019-10-12,2,28198
169,2019-10-13,2,14957
170,2019-10-14,2,28483
171,2019-10-15,2,28292
172,2019-10-16,2,26818
173,2019-10-17,2,20158
174,2019-10-18,2,15505
175,2019-10-19,2,17385
176,2019-10-20,2,13726
177,2019-10-21,2,22036
178,2019-10-22,2,26092
179,2019-10-23,2,28893
180,2019-10-24,2,30039
