id,application_date,segment,case_count
1,2019-07-06,1,1681.6680668050894
2,2019-07-07,1,722.7090477692708
3,2019-07-08,1,2369.2193363698566
4,2019-07-09,1,2077.8587024361627
5,2019-07-10,1,1939.1450448437602
6,2019-07-11,1,1511.3050679697099
7,2019-07-12,1,1245.9442216517455
8,2019-07-13,1,1756.7938336506934
9,2019-07-14,1,917.3346983963634
10,2019-07-15,1,2575.725555206907
11,2019-07-16,1,2797.8130569583136
12,2019-07-17,1,2826.39158204605
13,2019-07-18,1,2364.2109151317522
14,2019-07-19,1,1527.1572068539813
15,2019-07-20,1,627.2699251172389
16,2019-07-21,1,700.5194683105549
17,2019-07-22,1,2497.709209860781
18,2019-07-23,1,2067.498999572631
19,2019-07-24,1,2322.0493298710503
20,2019-07-25,1,1843.678133487077
21,2019-07-26,1,1332.978223830536
22,2019-07-27,1,1132.0121873225537
23,2019-07-28,1,853.3859505872621
24,2019-07-29,1,2681.9872994349307
25,2019-07-30,1,2336.245160787191
26,2019-07-31,1,4115.178206708504
27,2019-08-01,1,416.949885493565
28,2019-08-02,1,578.1857159741635
29,2019-08-03,1,1529.1085885210155
30,2019-08-04,1,1184.7287546715675
31,2019-08-05,1,2359.2141303107433
32,2019-08-06,1,2286.728798271507
33,2019-08-07,1,2242.900760575233
34,2019-08-08,1,1817.8650519398554
35,2019-08-09,1,1708.5291884883193
36,2019-08-10,1,1686.7293829666464
37,2019-08-11,1,735.807652726005
38,2019-08-12,1,3021.118029029465
39,2019-08-13,1,3267.778193522464
40,2019-08-14,1,3396.4687412639146
41,2019-08-15,1,2337.708503097334
42,2019-08-16,1,2214.526572374616
43,2019-08-17,1,2629.8135054460504
44,2019-08-18,1,2096.5455416333907
45,2019-08-19,1,4104.565435048758
46,2019-08-20,1,3863.510000532213
47,2019-08-21,1,3955.2671162742463
48,2019-08-22,1,3459.1921509398576
49,2019-08-23,1,2922.902305564592
50,2019-08-24,1,2191.3826034238077
51,2019-08-25,1,2093.323012122242
52,2019-08-26,1,3570.513441043222
53,2019-08-27,1,3694.8336867369485
54,2019-08-28,1,3646.6910966063033
55,2019-08-29,1,3428.981691674439
56,2019-08-30,1,3149.08877711188
57,2019-08-31,1,4166.929252111367
58,2019-09-01,1,1675.0139915064428
59,2019-09-02,1,3254.849232423056
60,2019-09-03,1,5042.698846258844
61,2019-09-04,1,4950.626954012686
62,2019-09-05,1,4341.592063046643
63,2019-09-06,1,3945.869557129848
64,2019-09-07,1,2614.562258017407
65,2019-09-08,1,2924.1385174367383
66,2019-09-09,1,3868.710469673491
67,2019-09-10,1,4067.973700878697
68,2019-09-11,1,4366.151105813734
69,2019-09-12,1,4000.92248568145
70,2019-09-13,1,3670.469414891449
71,2019-09-14,1,3384.642027967074
72,2019-09-15,1,3191.060902183134
73,2019-09-16,1,4541.8660243281065
74,2019-09-17,1,5028.411687302521
75,2019-09-18,1,4201.194515669404
76,2019-09-19,1,3670.323307621391
77,2019-09-20,1,3153.429463334431
78,2019-09-21,1,2347.0688314183
79,2019-09-22,1,3019.5479267293977
80,2019-09-23,1,3476.900064370197
81,2019-09-24,1,3813.3114823138753
82,2019-09-25,1,3699.3915595159447
83,2019-09-26,1,3329.082974786531
84,2019-09-27,1,3096.4376496014715
85,2019-09-28,1,2433.4826333831656
86,2019-09-29,1,2108.1313245410147
87,2019-09-30,1,3522.348014189924
88,2019-07-24,2,26390.829507979313
89,2019-07-25,2,25574.510166288776
90,2019-07-26,2,20740.469757563755
91,2019-07-27,2,20086.84869767724
92,2019-07-28,2,15168.596460143553
93,2019-07-29,2,14754.531842061375
94,2019-07-30,2,7157.079185527869
95,2019-07-31,2,2238.0392676896595
96,2019-08-01,2,5717.688110628404
97,2019-08-02,2,4543.998204822734
98,2019-08-03,2,4037.9003689650585
99,2019-08-04,2,3131.633170471776
100,2019-08-05,2,3345.1892651978274
101,2019-08-06,2,3905.64571579448
102,2019-08-07,2,3656.765996123163
103,2019-08-08,2,3608.3102679163912
104,2019-08-09,2,6187.841763317327
105,2019-08-10,2,4064.5795685302587
106,2019-08-11,2,9756.636395539712
107,2019-08-12,2,23878.531535123526
108,2019-08-13,2,29152.782591666215
109,2019-08-14,2,31346.292367399394
110,2019-08-15,2,30439.932243105588
111,2019-08-16,2,28998.2439480116
112,2019-08-17,2,29519.83677405221
113,2019-08-18,2,14753.015540421246
