id,application_date,segment,case_count
1,2019-07-06,1,1748.6582816608384
2,2019-07-07,1,881.2396416594462
3,2019-07-08,1,2690.2782300410063
4,2019-07-09,1,2378.6544561224455
5,2019-07-10,1,2032.1798639153553
6,2019-07-11,1,2287.7711849439056
7,2019-07-12,1,2430.7748286222145
8,2019-07-13,1,1980.383923691147
9,2019-07-14,1,885.3533199226821
10,2019-07-15,1,2873.5272193780143
11,2019-07-16,1,3497.0540819836833
12,2019-07-17,1,3370.0183784992537
13,2019-07-18,1,3924.7454970923254
14,2019-07-19,1,2711.490348506598
15,2019-07-20,1,1532.008824477595
16,2019-07-21,1,453.3547239888338
17,2019-07-22,1,3082.3357302110944
18,2019-07-23,1,2542.110692681878
19,2019-07-24,1,2469.237191743857
20,2019-07-25,1,2446.589293455372
21,2019-07-26,1,2380.5798538305926
22,2019-07-27,1,1728.7965959025541
23,2019-07-28,1,769.7736488539425
24,2019-07-29,1,2678.790995792336
25,2019-07-30,1,2211.882030472948
26,2019-07-31,1,5778.4356932390165
27,2019-08-01,1,1846.5227069345824
28,2019-08-02,1,1063.0933440722088
29,2019-08-03,1,1717.2196523427135
30,2019-08-04,1,676.8093040469606
31,2019-08-05,1,2922.8915882036763
32,2019-08-06,1,2323.3504321308747
33,2019-08-07,1,1974.9228847448715
34,2019-08-08,1,1754.7420038182577
35,2019-08-09,1,1929.1300696194173
36,2019-08-10,1,1694.3186069501269
37,2019-08-11,1,606.3029377910939
38,2019-08-12,1,3290.301281663953
39,2019-08-13,1,3192.404579885432
40,2019-08-14,1,2955.26190191178
41,2019-08-15,1,2827.0713071599903
42,2019-08-16,1,2958.3413733215034
43,2019-08-17,1,2433.426084795215
44,2019-08-18,1,2751.472116379333
45,2019-08-19,1,3848.615726990568
46,2019-08-20,1,3673.005405894266
47,2019-08-21,1,3346.9048444316104
48,2019-08-22,1,3192.49554889713
49,2019-08-23,1,3294.4619683057435
50,2019-08-24,1,2016.0171431589877
51,2019-08-25,1,1319.4439089756686
